repo_name,total_resources,resource_types,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
pge-ecm-crm-ocr-infra,95,AWS::CloudWatch::Alarm|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,false,15,30,false,3308,none,none
pge-ecm-pwtodctm-infra,32,AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,false,8,0,false,1228,138871512076,none
ccsp-cdp-latencymetric-lambda-updated,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,true,3,0,false,952,720720378559,APP-2395
sfcoe-mulesoft-cloudformation-templates,78,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,11,0,false,5520,708921516569|720720378559|846113385035,APP-3153|APP-3203
pge-ecm-crm-pdf-infra,104,AWS::CloudWatch::Alarm|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,false,16,36,false,3638,none,none
aws-logging-central-elbaccesslogs-spoke,1,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,1,0,false,302,027434742980|127311923021|797873946194,none
psps-viz-devops-infra,67,AWS::EC2::SecurityGroup|AWS::EC2::VPCEndpoint|AWS::KMS::Alias|AWS::KMS::Key|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,9,0,false,2415,260188172524|435785788682|471986645812|514712703977|686137062481|740871259156|972333128287,APP-3008
pge-ecm-crm-pdf-cicd,78,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,17,12,false,6537,none,none
ccsp-cdp-latencymetric-lambda,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,true,3,0,false,952,720720378559,APP-2395
gis-geomartcloud-wsoc-etl-wfirecamerasupd,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,391,none, !Ref
gis-geomartcloud-wsoc-etl-itassetupdate,8,AWS::ECS::TaskDefinition|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,648,none, !Ref
ccsp-cdp-batch-psql-trigger-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,919,708921516569|720720378559,APP-2395
ccsp-cdp-dms-resume-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,919,720720378559|747592841671,APP-2395
ccsp-cdp-dms-Reload-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,919,720720378559|747592841671,APP-2395
ccsp-cdp-dms-stop-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,919,720720378559|747592841671,APP-2395
ccsp-cdp-dms-start-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,919,720720378559|747592841671,APP-2395
ccsp-cdp-trigger-repo,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,2,0,false,736,720720378559,none
ccsp-vpce,0,AWS::EC2::SecurityGroup|AWS::EC2::VPCEndpoint|AWS::SSM::Parameter,0,0,0,false,1,0,false,115,none,none
ew-data-ingestion-manual-scaling,4,AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::LayerVersion|AWS::SSM::Parameter,0,0,0,false,2,0,false,247,none,none
aws_operations_alerts,2,AWS::CloudWatch::Alarm|AWS::Events::Rule|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy,0,0,0,false,4,11,false,223,none,none
aws-cfn-cname,0,AWS::CloudFormation::Interface,0,0,5,false,3,0,false,456,514712703977|686137062481,none
gis-geomartcloud-dpv-fidelity-validator,3,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Permission|AWS::SSM::Parameter,0,0,0,false,1,0,false,181,none, !Ref|APP-2675
gis-geomartcloud-wsoc-batch-fireforecast,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,388,none, !Ref
ccsp-cdp-delete-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,922,720720378559,APP-2395
ccsp-cdp-insert-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,939,720720378559,APP-2395
ccsp-cdp-microservice-ci,4,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,1,0,false,617,none,none
gis-geomartcloud-psps-etl-customerparceldatasync,12,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,true,1,0,false,592,none, !Ref
ccsp-cdp-update-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,939,720720378559,APP-2395
gis-geomartcloud-wsoc-etl-modisviirsfiredetection,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,399,none, !Ref
gis-geomartcloud-wsoc-etl-goesfiredetection,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,388,none, !Ref
pge-ecm-crm-iam-policy,10,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,409,none,none
aws-transit-fis,10,AWS::FIS::ExperimentTemplate|AWS::IAM::Role|AWS::Logs::LogGroup,0,0,0,false,0,0,false,799,none,APP-2102
aws-transit-pipelines,57,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,false,6,0,false,4683,757620174545,APP-2102
ccoe-aws-lz-upgrade,63,AWS::AutoScaling::AutoScalingGroup|AWS::AutoScaling::ScheduledAction|AWS::CloudFormation::Interface|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::LaunchTemplate|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::ListenerRule|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,0,3,0,false,10,2,true,2697,750713712981,APP-2102
ccoe-ami-test,4,AWS::CloudFormation::Interface|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,true,480,750713712981,APP-2102
gis-geomartcloud-gmv-infrastructure,7,AWS::CloudFormation::Interface|AWS::KMS::Alias|AWS::KMS::Key|AWS::SSM::Parameter,0,0,0,false,2,0,false,381,none, !Ref
pge-ecm-crmis-infra-sqs,9,AWS::EC2::SecurityGroup|AWS::EC2::VPCEndpoint|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,0,0,false,3,2,false,342,none,none
Workshop-Lambda-CICD,47,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodeCommit::Repository|AWS::CodePipeline::Pipeline|AWS::DynamoDB::Table|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,13,0,false,2155,none, !Ref
demandresponse-sapi,8,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::Role|AWS::S3::Bucket|AWS::SecretsManager::Secret,0,0,0,false,1,0,false,422,735941387769,none
gis-geomartcloud-wsoc-etl-siptcrewlocation,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,382,none, !Ref
prt-sapi,8,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::Role|AWS::S3::Bucket|AWS::SecretsManager::Secret,0,0,0,false,1,0,false,422,735941387769,none
pge-ecm-pwdctm-omod-infra-ci,40,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SQS::Queue|AWS::SSM::Parameter,0,0,1,false,6,6,false,1847,514712703977,none
ccsp-cdp-aws-cw-monitoring,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,2,0,false,878,720720378559,none
new-aws-lz-upgrade,49,AWS::AutoScaling::AutoScalingGroup|AWS::AutoScaling::ScheduledAction|AWS::CloudFormation::Interface|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::LaunchTemplate|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::ListenerRule|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,3,0,false,9,2,true,2471,241689241215,APP-2102
