repo_name,total_resources,resource_types,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
ccsp-cdp-service-point-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
aws-cross-account-api-iam-authn,56,AWS::ApiGateway::ApiKey|AWS::ApiGateway::Authorizer|AWS::ApiGateway::BasePathMapping|AWS::ApiGateway::Deployment|AWS::ApiGateway::DomainName|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,2,false,2,2,true,1721,302263046280|514712703977,APP-3554
ccsp-cdp-sf-record-inspector,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,532,720720378559,none
ccsp-cdp-util-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,527,720720378559,none
aws-transit-public-elb-locateandmark,27,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,5,false,1673,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-aop-reports,1,AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,1,0,false,267,none,APP-2763
gis-geomartcloud-wsoc-authorizer,5,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,0,false,1,0,false,452,none, !Ref
Meteorology-PkgLayers,108,AWS::Serverless::LayerVersion|AWS::SSM::Parameter,0,0,0,true,36,7,false,1170,none,none
aws-transit-public-nlb-mule,39,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,0,19,1,false,2,21,false,5408,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-transit-public-elb-mhp,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,6,false,1650,514712703977|686137062481|757620174545,APP-2102
aws-lz-sonarqube-pipeline,15,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SES::ConfigurationSet|AWS::SES::ConfigurationSetEventDestination|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,0,0,2,false,3,0,false,2005,none,APP-2102
aws-transit-public-elb-esft,27,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,7,3,false,3,0,false,1861,100538557244|223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
ccsp-cdp-rediswriter,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,538,720720378559,none
pge-crm-ecm-cloud-infra-ci,183,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBSubnetGroup|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::RotationSchedule|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,1,false,30,32,false,6417,514712703977,none
aws-internal-api-alb,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::VPCEndpoint|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,0,1,2,false,3,0,false,1579,514712703977|686137062481|757620174545,APP-2102
aws-transit-cloudfront-eweb-api-alb,20,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,0,5,2,false,2,0,false,1460,514712703977|686137062481|757620174545,APP-2102
aws-snowflake-connection-diagnostic,14,AWS::CloudFormation::Interface|AWS::CloudWatch::Dashboard|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::SSM::Parameter,0,0,0,false,1,0,false,891,302263046280,APP-3554
ccsp-cdp-party-relationship-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,530,720720378559,none
ccsp-cdp-sfapi-v2-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,531,720720378559,none
aws-transit-public-elb-jfrog,27,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,5,false,1757,100538557244|223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-jfrog,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,0,0,0,false,2,0,false,505,686137062481,none
ccsp-cpd-audit-error-retry,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,529,720720378559,none
ccsp-cdp-sasp-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-premise-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-customer-contact-comments-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-contact-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,530,720720378559,none
ccsp-cdp-case-module,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,265,720720378559,none
ccsp-cdp-case-comments-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-audit-success,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-ac-related-info-contact-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-ac-related-info-account-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-account-consumer-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-account-business-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
gsm-cloudformation-templates,84,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,20,0,false,7709,058266046548|139623206579,none
ccsp-cdp-account-business-l2-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,662,720720378559,none
ccsp-cdp-account-billing-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
aws-logging-central-s3accesslogs-spoke,6,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,1,0,false,384,none,none
aws-route53,61,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::Route53Resolver::ResolverEndpoint|AWS::Route53Resolver::ResolverRule|AWS::Route53Resolver::ResolverRuleAssociation|AWS::SSM::Parameter,0,0,0,false,10,1,false,11051,686137062481,none
aws-network,125,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::EC2::KeyPair|AWS::EC2::LaunchTemplate|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::EC2::SubnetNetworkAclAssociation|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::VPC|AWS::EC2::VPCCidrBlock|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Logs::MetricFilter|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,15,0,false,6475,686137062481|796294485691|799203821692, !Ref|APP-2102
ccsp-cdp-aws-batch-infrastructure,42,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::ElastiCache::ReplicationGroup|AWS::ElastiCache::SubnetGroup|AWS::ElastiCache::User|AWS::ElastiCache::UserGroup|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SQS::Queue|AWS::SSM::Parameter,0,0,0,false,2,0,false,1229,none,APP-2395
aws-transit-public-elb-mrad,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,6,false,1621,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-mrad,4,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,463,686137062481,none
gis-geomartcloud-gmcloud-infrastructure,151,AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::CloudFormation::Interface|AWS::DMS::Endpoint|AWS::DMS::EventSubscription|AWS::DMS::ReplicationInstance|AWS::DMS::ReplicationSubnetGroup|AWS::DMS::ReplicationTask|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBProxy|AWS::RDS::DBProxyEndpoint|AWS::RDS::DBProxyTargetGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,false,13,7,false,8747,none, !Ref|APP-1954
ccsp-cdp-grafana-sns-alerts,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,984,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-error-retry-worker,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-customer-contact-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,526,720720378559,none
Meteorology-AppStream,97,AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::AppStream::Fleet|AWS::AppStream::ImageBuilder|AWS::AppStream::Stack|AWS::AppStream::StackFleetAssociation|AWS::AppStream::StackUserAssociation|AWS::AppStream::User|AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::VPC|AWS::EC2::VPCEndpoint|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,true,12,13,false,3733,850755775074|967517989313,none
ccsp-cdp-apiiterator_base,18,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,6,0,false,1620,720720378559,none
aws-cost-forecast,14,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,false,3,0,false,597,none,none
aws-athena-query-reports,18,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,false,3,0,false,606,none,none
ccsp-cdp-bulk-api-module,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,268,720720378559,none
ccsp-cdp-filewriter,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,268,720720378559,none
gis-geomartcloud-mab-api-photofetch,4,AWS::ApiGateway::Authorizer|AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Serverless::Api|AWS::SSM::Parameter,0,0,0,true,1,0,false,448,none, !Ref
gis-geomartcloud-mab-ui,2,AWS::CloudFormation::Interface|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,1,1,false,351,none, !Ref
ccsp-cdp-datamapper-module,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,269,720720378559,none
ccsp-cdp-flyway-migration,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,2,0,false,753,720720378559,none
aws-cross-account-bucket-access,8,AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy,0,0,0,false,4,0,false,543,none,none
ccsp-cdp-error-retry-audit,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,564,720720378559,none
ccsp-cdp-merge-table-lambda-function,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1033,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-merge-table-step-functions,1,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,false,2,0,false,1183,none,APP-2395
pge-ecm-fg-dctm-cicd,222,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,23,0,false,10164,none,none
Meteorology-Integration,238,AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::Glue::Connection|AWS::Glue::Crawler|AWS::Glue::Database|AWS::Glue::Job|AWS::Glue::SecurityConfiguration|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::StepFunctions::Activity|AWS::StepFunctions::StateMachine,0,0,0,true,17,1,false,5185,420165488524,none
aws-psps-rds,37,AWS::AutoScalingPlans::ScalingPlan|AWS::CloudFormation::Interface|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::Lambda::Function|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SSM::Parameter,0,0,1,false,6,12,false,1843,none, !Ref
pge-crm-ecm-db-scripts-v2,71,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,5,0,false,1971,none,none
ccsp-cdp-getrates-apiaauth-lambda,15,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1173,720720378559,none
ccsp-cdp-governer,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,530,720720378559,none
ccsp-cdp-eks-cluster-config,7,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,2,0,false,740,720720378559,none
aws-psps-create-outage-tables,10,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::MetricFilter|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,4,0,false,1057,none, !Ref
aws-transit-public-elb-sonarqube,29,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,3,false,3,5,false,1956,100538557244|223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-sonarqube,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,0,0,0,false,2,0,false,514,686137062481,none
pge-ecm-crmbus-masterservice,21,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,3,12,false,3054,none,none
aws-ip-availability,6,AWS::CloudFormation::Interface|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Subscription|AWS::SNS::Topic,0,0,0,false,1,0,false,297,none,none
aws-waf-rules-automation-mule,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,0,0,0,false,2,0,false,920,686137062481,none
aws-transit-open-public-elb-mule-cloudhub,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,6,false,1624,242937548904|514712703977|686137062481|757620174545,APP-2102
pge-ecm-crmbus-preprocess-agent-queue,12,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,0,0,true,3,1,false,1292,138871512076,APP-2481
